##id	name	Amused	Disappointed	Indignant	Satisfied	Worried
3612157	sidibouiz	0.11	0.22	0.55	0	0.11
9903934	Lettore_9903934	0.02	0.1	0.36	0.43	0.07
10014337	valepi1	0.05	0.4	0.16	0.15	0.22
2864378	JohnDoe74	0.23	0.04	0.45	0.24	0.01
2445104	Voltaire53	0.08	0.08	0.55	0.22	0.04
2211066	Lettore_2211066	0.04	0.04	0.72	0.16	0.01
8870672	Lettore_8870672	0.08	0.05	0.55	0.28	0.01
2097187	Samolaco	0.24	0.28	0.21	0.16	0.1
9357791	zxcvb	0.12	0.2	0.45	0.16	0.04
9366710	gasati47	0.12	0.25	0.37	0.12	0.12
5282894	galyna.moroz	0.06	0.17	0.4	0.27	0.08
5538266	GiuseppeT	0.18	0.1	0.25	0.3	0.15
2799927	Chiarissimo	0.08	0.2	0.3	0.35	0.04
2194429	Patagone	0.02	0.08	0.67	0.09	0.12
5332140	endless	0.02	0.04	0.67	0.22	0.02
2874132	umb	0.17	0.1	0.19	0.37	0.14
2759608	Fliise	0.05	0.07	0.45	0.39	0.02
9810835	bacori51	0.09	0.04	0.59	0.18	0.09
2397372	Lettore_2397372	0.11	0.05	0.5	0.27	0.05
10245421	Lettore_10245421	0.03	0.16	0.3	0.48	0.01
3457579	Lettore_3457579	0.2	0.14	0.47	0.14	0.02
3688474	Sunburst1	0.09	0.04	0.55	0.26	0.03
2821676	Lettore_2821676	0.16	0.26	0.19	0.19	0.17
2726954	Antidogma	0.06	0.46	0.33	0.06	0.06
9062615	GB75	0.11	0.11	0.55	0.11	0.11
1704129	Crucolo	0.07	0.14	0.55	0.18	0.04
8104911	asapasap	0.06	0.11	0.29	0.5	0.02
7958622	Washakie	0.03	0.03	0.15	0.75	0.02
2951502	huwahuwa	0.13	0.06	0.35	0.32	0.12
9258391	antomeo	0.01	0.18	0.49	0.21	0.09
9038679	tommy	0.13	0.14	0.18	0.46	0.07
10120740	Lettore_10120740	0.28	0.14	0.14	0	0.42
2508840	frasca72	0.05	0.06	0.24	0.6	0.03
3252753	Barolus	0.12	0.12	0.62	0	0.12
8674807	meddix	0.04	0.08	0.49	0.31	0.07
3499482	mikils	0.15	0.21	0.26	0.21	0.15
5227740	Lettore_5227740	0.16	0.16	0.33	0.16	0.16
9120278	Lettore_9120278	0.15	0.21	0.18	0.34	0.09
5519711	Stef72	0.17	0.13	0.03	0.62	0.03
1958282	longjnes	0.18	0	0.09	0.54	0.18
1842760	monino	0.14	0.08	0.54	0.14	0.08
1701939	Lettore_1701939	0.06	0.2	0.13	0.2	0.4
2768527	Giorgiosd	0.44	0.03	0.12	0.28	0.1
2950656	gp1946	0.22	0.09	0.16	0.35	0.16
2006145	topomotoautogatto	0.12	0.08	0	0.33	0.45
2809122	Lettore_2809122	0.02	0.01	0.43	0.48	0.03
227883	Lettore_227883	0.19	0.12	0.19	0.35	0.12
5790506	FCer57	0.04	0.21	0.43	0.17	0.13
2030386	Luca1978	0.26	0.07	0.33	0.28	0.04
9348053	Lettore_9348053	0.18	0.21	0.29	0.2	0.1
5421049	Lettore_5421049	0.06	0.12	0.25	0.37	0.18
10384459	LucaS12	0.11	0.05	0.52	0.27	0.01
10216961	Lettore_10216961	0.07	0.3	0	0.3	0.3
9085422	gion1963	0.02	0.12	0.31	0.38	0.14
3057013	melalessa	0.13	0.33	0.2	0.2	0.11
3288079	MrYrev	0.05	0.16	0.5	0.16	0.11
8041731	Lettore_8041731	0.07	0.09	0.39	0.39	0.04
750609	potopo	0.08	0.21	0.23	0.4	0.06
797247	filippo2	0.08	0.12	0.23	0.41	0.15
1084923	akhenaton	0.32	0.04	0.44	0.16	0.04
5642383	useppe	0.04	0.2	0.32	0.24	0.2
9763716	fiorello	0.07	0.1	0.4	0.39	0.02
8512235	milanese82	0.2	0	0.6	0	0.2
7787517	vela77	0.05	0.05	0.37	0.47	0.04
2966100	giogio	0.31	0.06	0.31	0.12	0.18
2744277	Lettore_007	0.11	0.07	0.54	0.18	0.07
1785881	hannah	0.07	0.21	0.4	0.13	0.16
5170958	Lettore_5170958	0.16	0.18	0.41	0.17	0.06
6746067	Lettore_6746067	0.03	0.11	0.14	0.59	0.11
2805601	shodouka	0.04	0.1	0.48	0.22	0.13
2931380	giovanni1983	0.01	0.05	0.3	0.57	0.05
2067220	Davidedream	0.12	0.23	0.17	0.36	0.09
2213821	avonlo	0.08	0.5	0.25	0	0.16
9058161	nik34nik60	0.03	0.16	0.23	0.31	0.24
2733549	G.Franco	0.33	0.33	0	0	0.33
3670931	sav1979	0.19	0.16	0.37	0.2	0.07
2778511	Lettore_2778511	0.33	0.16	0.33	0	0.16
3523271	lildude1904	0.06	0.09	0.46	0.31	0.05
2527099	Lettore_2527099	0.06	0.04	0.4	0.43	0.05
1798889	Vascoletta	0.05	0.18	0.41	0.15	0.17
167692	Lettore_167692	0.36	0.27	0.27	0	0.09
9596346	Pierfrancesco	0.06	0	0.66	0	0.26
327165	giesse2013	0.08	0.04	0.52	0.22	0.12
9844894	Lettore_9844894	0.05	0.05	0.7	0.11	0.05
9240796	notizie	0.12	0.2	0.24	0.28	0.16
303082	Lettore_303082	0.01	0.23	0.34	0.37	0.02
9099940	Lettore_9099940	0.25	0	0.37	0.25	0.12
9065218	natisone	0.23	0.18	0.36	0.12	0.09
9893731	D2D	0.09	0.09	0.54	0.09	0.18
1888425	aballa	0.33	0.33	0	0.16	0.16
1741753	physalia	0.05	0.21	0.36	0.26	0.1
2813254	faterry	0.12	0.07	0.42	0.07	0.29
9354631	punzo	0.15	0.15	0.3	0.23	0.15
1546114	simona_fabr	0.06	0.12	0.71	0.07	0.01
2390785	Lettore_2390785	0.12	0.1	0.33	0.33	0.1
5438765	Lettore_5438765	0.02	0.05	0.63	0.07	0.21
9259319	Lettore_9259319	0.05	0	0.66	0.15	0.12
2804350	yanez1971	0.23	0.23	0.17	0.29	0.05
8245796	FrankCoppola	0.07	0.14	0.46	0.22	0.09
3720790	Lettore_3720790	0.2	0.23	0.34	0.1	0.1
977064	Lettore_977064	0.2	0.04	0.28	0.33	0.12
555115	msdure	0.04	0.22	0.38	0.32	0.03
9860518	jindefagn	0.21	0	0.42	0.26	0.1
9907277	BraveNewWorld	0.1	0.11	0.44	0.2	0.12
2062597	donpancrazio	0.05	0.16	0.65	0.1	0.01
1449799	Arma	0.14	0.14	0.41	0.17	0.13
5763774	Lettore_5763774	0.11	0.02	0.61	0.22	0.02
9737493	Lettore_9737493	0.09	0.01	0.3	0.56	0.01
9422498	Lettore_9422498	0.11	0.31	0.02	0.28	0.25
2835432	Lettore_2835432	0.04	0.04	0.65	0.23	0.02
1770091	transformer	0.07	0.23	0.3	0.23	0.15
722374	Luctam	0.11	0.12	0.45	0.26	0.04
2422474	buongusto	0.02	0.09	0.61	0.22	0.03
9959572	Lettore_9959572	0.07	0.05	0.52	0.32	0.01
949714	bvzpao	0.04	0.09	0.18	0.4	0.27
589755	mold0101	0.01	0.14	0.55	0.21	0.07
2608559	napoli1799	0.23	0.07	0.3	0.26	0.11
9198356	vecchia	0.12	0.31	0.25	0.09	0.21
9064866	cecco	0.07	0.07	0.34	0.25	0.24
9546093	minami	0.16	0.4	0.22	0.14	0.08
1903171	mirkoema	0.08	0.16	0.46	0.21	0.06
3687772	emmer98	0.09	0.27	0.36	0.18	0.09
9038323	zaffiro	0.08	0.19	0.14	0.51	0.06
5641177	cutterin	0.2	0.06	0.13	0.4	0.2
9387691	Lettore_9387691	0.82	0	0	0.13	0.04
2312537	Turms75	0.13	0.13	0.54	0.13	0.04
7958382	Lettore_7958382	0.11	0.09	0.24	0.52	0.01
8098392	FabioMi64	0.14	0.28	0.42	0	0.14
9113951	Lettore_9113951	0.12	0.24	0.4	0.12	0.12
8773546	Lettore_8773546	0.24	0.18	0.26	0.12	0.18
9307461	eltazar	0.11	0.05	0.39	0.36	0.06
9664178	Lettore_9664178	0.05	0.1	0.6	0.12	0.12
2864747	riddle2008	0.19	0.04	0.48	0.23	0.04
1759792	TINDARO.63	0.25	0.05	0.3	0.23	0.16
2734946	nicoguas	0.29	0.06	0.16	0.27	0.2
714316	giovannisimone	0.42	0.42	0	0	0.14
1852514	pepiprisco	0.08	0.09	0.31	0.47	0.03
5379056	RodoZapp	0.07	0.04	0.48	0.36	0.03
1983334	docmag	0.48	0.06	0.18	0.2	0.06
2613609	ipazia63	0.08	0.23	0.26	0.3	0.1
9562951	coloratura1940	0.08	0.29	0.34	0.17	0.1
2385795	evandro	0.27	0.14	0.25	0.27	0.05
2688577	Lettore_2688577	0.11	0.22	0.22	0.11	0.33
10443247	lostudente.1	0.05	0.25	0.45	0.07	0.17
9036187	rumble2013	0.4	0.05	0.1	0.32	0.1
2740615	Mikke80	0.22	0.11	0.11	0.44	0.11
2759306	Marimatt	0.16	0	0.5	0	0.33
10022422	Lettore_10022422	0.08	0.2	0.25	0.31	0.14
2195359	Lettore_2195359	0.1	0.05	0.52	0.21	0.1
9054196	Steven88	0.08	0.01	0.58	0.27	0.04
9375866	Elisabetta65	0.03	0.1	0.55	0.06	0.24
2146137	MarcoB74	0.07	0.07	0.35	0.28	0.21
9405834	luciacasoni	0.03	0	0.71	0.21	0.03
3533623	Rexud10	0.16	0.07	0.38	0.26	0.1
9060473	giacomo	0.01	0.06	0.03	0.72	0.15
5210612	roberto11	0.05	0.11	0.7	0.08	0.02
9634127	gianmarc	0.1	0.06	0.2	0.55	0.06
1788651	Lettore_1788651	0.15	0.12	0.28	0.3	0.13
2822191	Lettore_2822191	0.1	0.15	0.38	0.07	0.28
2859454	Lettore_2859454	0.05	0.08	0.67	0.14	0.03
9127611	Lettore_9127611	0.06	0.26	0.2	0.33	0.13
9662375	Lettore_9662375	0.06	0.26	0.57	0.04	0.04
3481774	psicologio	0.01	0.08	0.56	0.31	0.01
5334565	Igor975	0.13	0.03	0.4	0.37	0.05
3494755	gliezzi	0.14	0.12	0.24	0.34	0.14
5852419	Lettore_5852419	0.02	0.34	0.3	0.22	0.1
6406854	SUPERFRANCO	0.15	0.1	0.49	0.2	0.04
8963287	romanogobbi	0.05	0	0.56	0.35	0.02
9656177	mario_bros	0.01	0.02	0.69	0.07	0.19
9814004	lettoredibrescia	0.32	0.05	0.32	0.26	0.02
6045734	Lettore_6045734	0.29	0.12	0.33	0.06	0.18
10078000	Lettore_10078000	0.02	0.04	0.58	0.32	0.02
805668	CiAveteRotto	0.25	0.05	0.25	0.3	0.15
2749077	Miranda	0.07	0.21	0.35	0.14	0.21
3107177	1felco	0.12	0.16	0.16	0.35	0.19
3224713	saltes	0.1	0.06	0.32	0.39	0.1
3349076	Luigi_67	0.34	0.07	0.2	0.25	0.12
5860078	Lettore_5860078	0.11	0.07	0.28	0.42	0.08
376567	giulianobi	0.21	0.08	0.32	0.29	0.08
1114141	marcodh	0.1	0.14	0.73	0	0.01
1292986	mcKoe_junior	0.26	0.12	0.12	0.36	0.12
3493850	MassimoB	0.1	0.2	0.33	0.25	0.09
9786748	ERIKKS	0.04	0.05	0.29	0.53	0.07
10058205	Lucrimarta	0.13	0.13	0.07	0.49	0.16
9402891	Lettore_9402891	0.29	0.08	0.05	0.12	0.42
9432077	SonoIlMiglioreDiTutti	0.25	0.08	0	0.33	0.33
9906895	hermione	0.18	0.31	0.18	0.18	0.12
2790116	Lettore_2790116	0.2	0.11	0.34	0.2	0.14
9876722	Venichka	0.11	0.22	0.18	0.42	0.06
3530526	OnceWeKnew	0.13	0.15	0.28	0.18	0.23
5160316	gigiorossi	0.33	0	0	0.33	0.33
9697039	Lettore_9697039	0.22	0.22	0.13	0.21	0.19
8955254	saro2010	0.2	0.19	0.31	0.15	0.13
2909103	neimon2	0.21	0.07	0.13	0.55	0.02
8425096	spartito2000	0.06	0.16	0.43	0.3	0.03
1432683	Lettore_1432683	0.19	0.17	0.27	0.2	0.15
5401517	Neymar	0.09	0.2	0.26	0.31	0.11
1330057	romask	0.12	0.35	0.31	0.16	0.03
9171788	Lettore_9171788	0.13	0.4	0.07	0.3	0.08
9717026	Lettore_9717026	0.18	0.02	0.4	0.35	0.03
9114681	clodia	0.06	0.19	0.47	0.15	0.11
2427765	Lettore_2427765	0.28	0.28	0	0.14	0.28
1982483	Lettore_1982483	0.26	0.05	0.46	0.19	0.02
10251964	Jakob	0.12	0.12	0.29	0.25	0.2
348028	Lettore_348028	0.06	0.2	0.14	0.53	0.05
2843913	Lettore_2843913	0.2	0.06	0.33	0.26	0.13
2708593	Lettore_2708593	0.03	0.07	0.43	0.12	0.32
980648	Lettore_980648	0.04	0.04	0.6	0.21	0.08
5764090	cowboy1940	0.46	0.06	0.17	0.23	0.05
1840601	Malo01	0.06	0.25	0.31	0.31	0.06
3283155	ambrosiano	0.03	0.07	0.52	0.28	0.06
5813885	BERLINESE	0.1	0.25	0.11	0.43	0.1
5769102	Lettore_5769102	0.03	0.4	0.25	0.22	0.07
2451110	sharkfan	0.09	0.24	0.27	0.36	0.03
6056418	Lettore_6056418	0.13	0.04	0.54	0.2	0.06
10462096	2S6M-TUNGUSKA	0.05	0.11	0.46	0.32	0.03
5576368	Lettore_5576368	0.16	0.2	0.32	0.2	0.12
9791009	Lettore_9791009	0.04	0.1	0.54	0.1	0.2
1482416	Tsuru	0.24	0.18	0.18	0.29	0.09
5803509	amphora	0.1	0.16	0.4	0.23	0.08
2142906	Beatrice	0.02	0.16	0.33	0.45	0.04
8908066	giopana	0.1	0.4	0.25	0.2	0.05
3682343	marcoborsotti	0.02	0.17	0.41	0.26	0.1
3596769	LL.	0.32	0.18	0.15	0.24	0.09
2026444	Selinunte	0.15	0.14	0.43	0.17	0.09
2777122	Lettore_2777122	0.12	0.12	0.4	0.25	0.09
2604036	Lettore_2604036	0.05	0.12	0.37	0.35	0.08
5094884	kalox72	0.39	0.01	0.2	0.35	0.02
2733597	neurone	0.13	0.06	0.61	0.09	0.08
8320978	Lettore_8320978	0.09	0.45	0.18	0.18	0.09
8498019	Lettore_8498019	0.37	0.04	0.32	0.04	0.2
2093029	Lettore_2093029	0.02	0.1	0.64	0.13	0.08
2703711	Lettore_2703711	0.05	0.07	0.56	0.28	0.01
2803003	Lettore_2803003	0.16	0.26	0.14	0.27	0.14
9837617	Lettore_9837617	0.01	0.04	0.14	0.77	0.01
9070349	Lettore_9070349	0.13	0.05	0.13	0.6	0.07
9626466	SteveR	0.09	0.07	0.61	0.17	0.03
8839353	c.italo	0.03	0.2	0.2	0.1	0.46
9069352	Lettore_9069352	0.11	0	0	0.77	0.11
3604646	pcomuniello	0.02	0.12	0.43	0.11	0.3
1651357	Voss	0.2	0	0	0.2	0.6
5079511	Enry07	0.17	0.23	0.17	0.37	0.03
8096045	Lettore_8096045	0.01	0.13	0.63	0.12	0.08
10079037	Sandrokan	0.1	0.15	0.45	0.15	0.12
2706766	LadyGatta	0.12	0.19	0.29	0.27	0.11
5208693	Lettore_5208693	0.36	0.03	0.13	0.23	0.23
9747789	Lettore_9747789	0.15	0.05	0.55	0.17	0.05
5699236	Lettore_5699236	0.03	0.23	0.36	0.03	0.33
5769196	M@rco74	0.08	0.13	0.36	0.38	0.05
9037594	Yollo	0.05	0.08	0.28	0.51	0.06
2576873	Lettore_2576873	0.37	0	0.25	0.25	0.12
10226008	ToNoBrain	0.01	0	0.66	0.28	0.02
5546476	serdor	0.16	0.16	0.33	0.13	0.2
859917	Rotamato	0.06	0.34	0.27	0.1	0.21
183721	Lettore_183721	0.17	0.17	0.21	0.28	0.14
330244	heraclea	0.03	0.26	0.45	0.19	0.05
8755795	leibnizio	0.11	0.02	0.48	0.16	0.21
5826470	paolo.orange	0.03	0.03	0.53	0.28	0.12
3345396	Lettore_3345396	0.5	0	0	0	0.5
9050741	Lettore_9050741	0.06	0.1	0.2	0.27	0.34
2720822	rinetto	0.02	0.03	0.74	0.1	0.09
1881246	TommasoMe	0.25	0.08	0.16	0.25	0.25
9045397	Lettore_9045397	0.15	0.11	0.33	0.24	0.14
9659505	Spambot	0.18	0.09	0.3	0.32	0.08
8825425	landing	0.08	0.25	0.22	0.35	0.09
2099001	Takioni	0.05	0.03	0.68	0.17	0.05
2794967	gabersyd	0.28	0.14	0.18	0.3	0.06
2549275	Lettore_2549275	0.04	0.16	0.24	0.24	0.32
2871278	VVinvag	0.2	0.1	0	0.6	0.1
8662336	Lettore_8662336	0.02	0.13	0.51	0.2	0.11
5777840	Lizzie_08	0.07	0	0.69	0.09	0.14
2706803	Lettore_2706803	0.08	0.25	0.33	0.26	0.06
7733033	sonila77	0.1	0.3	0.1	0.4	0.1
555055	Lettore_555055	0.12	0.05	0.58	0.21	0.02
9884044	mon	0.03	0.14	0.03	0.62	0.14
9559409	Lettore_9559409	0.02	0.06	0.57	0.27	0.06
2572664	marco0502	0.31	0.15	0.1	0.31	0.1
3605921	keembah	0.1	0.21	0.34	0.2	0.13
9056857	Lettore_9056857	0.06	0.03	0.71	0.14	0.03
9219505	Milano_11	0.02	0.24	0.49	0.12	0.11
5852826	83enne	0.08	0.08	0.66	0.08	0.08
2872745	valz60	0.12	0	0.43	0.37	0.06
1771006	Lettore_1771006	0.06	0.01	0.64	0.25	0.01
8744921	biguli76	0.01	0.37	0.33	0.17	0.11
2808702	Lettore_2808702	0.2	0.08	0.28	0.32	0.12
5153850	felix58	0.06	0.05	0.49	0.35	0.03
5208772	momomo	0.14	0.05	0.27	0.45	0.07
1980651	Lettore_1980651	0.1	0.03	0.39	0.42	0.03
2899511	Lettore_2899511	0.15	0.15	0.3	0.23	0.15
5512450	khromeboy	0.09	0	0.63	0	0.27
1827469	lucathebell	0.13	0.1	0.37	0.17	0.2
2846173	davideiceman	0.05	0.23	0.35	0.11	0.23
2985800	socrates	0.11	0.04	0.55	0.21	0.06
5705623	SauroDIno	0.06	0.04	0.35	0.39	0.13
5130834	Lettore_5130834	0.21	0.03	0.53	0.18	0.03
5568212	mate	0.03	0.01	0.42	0.5	0.02
9152674	Lettore_9152674	0.04	0.08	0.52	0.3	0.04
2901175	_Yollo_	0.04	0.08	0.3	0.54	0.03
3708222	oggiarino	0.05	0.04	0.74	0.1	0.04
579443	MordieFuggi	0.11	0.11	0.55	0.15	0.05
9220888	bigo67	0.16	0.06	0.52	0.15	0.07
1886777	Nicolo24	0.03	0.24	0.5	0.12	0.09
2750489	wolf1961	0.11	0	0.55	0.11	0.22
3553171	Falco1400	0.03	0.03	0.55	0.29	0.07
2737272	MAMMAL01	0.11	0.15	0.32	0.25	0.15
10265030	Doctor82	0.2	0.06	0.66	0	0.06
5722436	Lettore_5722436	0.33	0.33	0	0	0.33
8798243	tizio1984	0.04	0.03	0.55	0.3	0.05
9717269	Formica17	0.08	0.04	0.71	0.11	0.03
5861317	Lettore_5861317	0.06	0.09	0.55	0.05	0.22
5679602	Lettore_5679602	0.11	0.1	0.19	0.42	0.16
1881311	ultimino	0.06	0.14	0.43	0.29	0.05
3552891	hurone	0.05	0.02	0.67	0.15	0.08
98238	franco41	0.11	0.17	0.45	0.12	0.11
9242042	KOBARID	0.08	0.04	0.61	0.2	0.04
230581	Lettore_230581	0.46	0.12	0.3	0.06	0.04
3318996	salvo99	0.6	0	0	0.2	0.2
8040852	mrx	0.14	0.35	0.21	0.26	0.02
3020847	Ale123	0.1	0.14	0.39	0.28	0.07
8904474	RubenG	0.02	0.31	0.28	0.25	0.11
3540801	Lettore_3540801	0.03	0.04	0.57	0.29	0.04
7969830	andrea_erre	0.24	0.1	0.34	0.13	0.17
2142862	Lettore_2142862	0.17	0.1	0.2	0.43	0.07
356706	EzioP1	0.04	0.06	0.47	0.21	0.19
1771052	gilgae	0.09	0.18	0.46	0.21	0.04
9176605	Lettore_9176605	0.09	0.18	0.4	0.13	0.18
2567321	Antitaliota	0.02	0.02	0.52	0.38	0.02
9081862	Lettore_9081862	0.08	0.2	0.31	0.24	0.15
8030919	Vimes_	0.2	0.06	0.07	0.58	0.06
9051630	lettoreIGA	0.06	0.19	0.42	0.17	0.14
3065366	contestatorevero	0.4	0	0.2	0.2	0.2
59710	gchicchina	0.09	0.45	0.29	0.09	0.06
2820403	Lettore_2820403	0.07	0.04	0.15	0.66	0.06
8871768	sergio69	0.09	0.08	0.43	0.24	0.14
9116352	Tyrion_88MI	0.33	0	0	0.33	0.33
5694555	rick1949	0.11	0.03	0.59	0.21	0.04
1901886	Lettore_1901886	0.04	0.17	0.34	0.02	0.41
9079532	Lettore_9079532	0.17	0.05	0.19	0.3	0.25
3430489	dunky79	0.15	0.18	0.36	0.26	0.02
3277277	Lettore_3277277	0.05	0.06	0.57	0.22	0.06
9041576	Steelman	0.22	0.22	0.33	0.03	0.18
2746501	miuli	0.4	0.21	0.09	0.21	0.06
932780	Albatros1175	0.09	0.1	0.34	0.4	0.04
8773559	PoldaPaganini	0.05	0.15	0.44	0.02	0.31
9899905	Lettore_9899905	0.07	0.09	0.43	0.33	0.06
3270088	corvacciodelmalaugurio	0.16	0.16	0	0.33	0.33
1800132	Walter255	0.1	0.16	0.56	0.11	0.05
1992514	endu_user_2000	0.06	0.02	0.64	0.2	0.05
9214396	maidomo	0.25	0	0.37	0.25	0.12
5781737	Femio56	0.11	0.32	0.34	0.14	0.06
2838619	bimba1949	0.07	0.09	0.73	0.05	0.03
2705822	SilvioTS	0.07	0.2	0.44	0.16	0.11
5843139	mAntonioM	0.06	0.06	0.7	0.09	0.07
1144600	Lettore_1144600	0.01	0	0.77	0.17	0.01
9525312	sergio49	0.02	0.02	0.91	0.02	0.01
10197205	tanogabo	0.13	0.13	0.31	0.3	0.11
2573392	Pepmecc_1	0.01	0.08	0.55	0.3	0.03
1653380	ReEsio5	0.2	0.4	0.2	0	0.2
10285167	Ceciulin	0.5	0	0	0	0.5
2934503	calamaroalieno	0.13	0.13	0.66	0	0.06
8654172	cogitoergosum	0.1	0.2	0.44	0.17	0.06
3509798	sotomayor	0.16	0.2	0.14	0.37	0.1
5676533	Lettore_5676533	0.35	0.21	0.21	0.17	0.03
9075428	fiducioso80	0.02	0.03	0.49	0.4	0.05
5201328	as250287	0.05	0.06	0.22	0.63	0.02
9385812	Lettore_9385812	0.08	0.01	0.61	0.22	0.05
9775558	Andrea12	0.34	0.1	0.17	0.2	0.17
3618245	Lettore_3618245	0.07	0.04	0.65	0.19	0.02
3282006	doppiofc	0.1	0.01	0.44	0.42	0.02
8443680	emmetienne	0.01	0	0.81	0.1	0.05
3003545	Lettore_3003545	0.1	0.06	0.6	0.1	0.13
3579662	lordgiac	0.12	0.08	0.45	0.31	0.02
2448999	zipixel	0.25	0	0.25	0.25	0.25
9152610	Lettore_9152610	0.06	0.1	0.47	0.27	0.07
2940650	Bentu	0.25	0.06	0.06	0.31	0.31
3107200	Lettore_3107200	0.23	0.06	0.37	0.26	0.06
2685905	wallywally	0.05	0.21	0.42	0.15	0.15
3357950	boxster65	0.1	0.03	0.25	0.52	0.09
9025651	pisellino	0.43	0.03	0.2	0.22	0.1
2510525	esiliato43	0.46	0.18	0.04	0.18	0.12
664681	darksideofthemoon	0.4	0.14	0.1	0.17	0.18
2785139	Lotus42	0.16	0.03	0.36	0.36	0.07
2700318	Mrjingles72	0.18	0.31	0.31	0.06	0.12
8041898	chelinse	0.21	0.1	0.39	0.21	0.06
2222709	Spyke4race	0.06	0.08	0.52	0.29	0.03
9801117	Tonio1	0.08	0.04	0.4	0.44	0.04
5722054	MARTEDI	0.11	0.11	0.65	0.07	0.03
5422886	Ninanina68	0.25	0.25	0	0.25	0.25
9651774	AndreaZ	0.22	0	0.22	0.44	0.11
5866386	Lettore_5866386	0.06	0.12	0.5	0.18	0.12
9101716	globetrotterpt	0.13	0.13	0.46	0.2	0.06
3629717	Lettore_1885770	0.14	0.03	0.4	0.35	0.06
9048516	CGG8	0.16	0.21	0.31	0.2	0.1
9974651	Giampy	0.14	0.08	0.23	0.46	0.07
297004	Lettore_297004	0.04	0.2	0.29	0.16	0.29
5207809	Lettore_5207809	0.21	0.22	0.11	0.25	0.18
8401476	siderado	0.11	0.16	0.38	0.27	0.05
9758640	lucumone2	0.04	0.12	0.44	0.28	0.12
5826139	maricastaff	0.05	0.31	0.42	0.15	0.05
2823721	Lettore_2823721	0.08	0.16	0.66	0	0.08
9382185	coriolano	0.18	0.45	0.27	0	0.09
1030712	triglia	0.08	0.04	0.41	0.37	0.07
6403159	musashinden	0.12	0.37	0.37	0	0.12
1174666	Lettore_1174666	0.26	0.02	0.11	0.52	0.05
3203073	melania28	0.03	0.37	0.39	0.12	0.06
1821192	fafi1961	0.09	0.04	0.66	0.16	0.03
99329	Lettore_99329	0.21	0.04	0.29	0.31	0.12
5213373	marco711	0.02	0.15	0.3	0.28	0.23
2243527	vespaiolo	0.03	0	0.81	0.09	0.03
8041084	Chip	0.09	0.17	0.56	0.12	0.06
9098585	AN.DR.EA	0.13	0.16	0.27	0.33	0.07
2750363	grazietta	0.09	0	0.54	0.18	0.18
9945411	Lettore_9945411	0.06	0.06	0.5	0.12	0.25
2907059	Lettore_2907059	0.28	0.12	0.28	0.28	0.02
294838	pesce	0.08	0.17	0.42	0.16	0.14
9039112	Lettore_9039112	0.19	0.23	0.17	0.2	0.19
5446769	Labrambi	0.04	0.09	0.42	0.35	0.07
2330307	Chimera22	0.02	0.48	0.13	0.1	0.24
3223709	Eisenzahn	0.51	0.04	0.15	0.25	0.02
3287146	vik373	0.26	0.14	0.25	0.31	0.02
3195696	Lettore_3195696	0.23	0.12	0.23	0.33	0.07
9374016	corrado25	0.07	0.19	0.5	0.14	0.09
3198647	piertt	0.12	0.06	0.64	0.16	0.02
1457621	euge1893	0.13	0.15	0.23	0.36	0.1
5766105	Lettore_5766105	0.02	0.05	0.41	0.32	0.17
9961699	Dubito-Ergo-Sum	0.33	0	0.33	0	0.33
9066815	Kalsifer	0.22	0.08	0.42	0.14	0.11
2731926	Lettore_2731926	0.17	0.11	0.38	0.15	0.17
8914072	Lettore_8914072	0.24	0.07	0.28	0.28	0.1
6015970	Bruno85	0.3	0.03	0.52	0.11	0.02
1929752	olmo47	0.05	0.11	0.5	0.27	0.05
2288079	smigol13	0.03	0.07	0.66	0.07	0.14
482869	Albertone	0.15	0.26	0.37	0.1	0.09
2693171	Lettore_2693171	0.08	0.25	0.25	0.33	0.08
8858499	frpavese	0.25	0.03	0.22	0.33	0.14
9039822	Leuconoe	0.15	0.27	0.12	0.35	0.08
9896184	mau-riz	0.08	0.3	0.3	0.13	0.17
119420	keysteal	0.06	0.1	0.53	0.21	0.07
309596	Lettore_309596	0.05	0.06	0.52	0.29	0.05
8341704	agsdest	0.17	0.22	0.4	0.17	0.02
9211255	Lettore_9211255	0.16	0.22	0.11	0.33	0.16
9081935	hypnox	0.15	0.2	0.35	0.15	0.15
1817665	Lettore_1817665	0.21	0.06	0.23	0.43	0.04
9797468	Lettore_9797468	0.1	0.14	0.29	0.43	0.02
5755258	ropota	0.23	0	0.23	0.23	0.28
1796797	ritamir	0.13	0.1	0.1	0.45	0.2
5388635	Lettore_5388635	0.1	0.21	0.52	0	0.15
1084684	Lettore_1084684	0.07	0.17	0.46	0.2	0.07
8804900	Alex80	0.05	0.04	0.4	0.46	0.03
2833298	Carlo48	0.4	0	0.4	0	0.2
9065409	Lettore_9065409	0.09	0.06	0.5	0.2	0.13
2935123	Lettore_2935123	0.09	0.36	0.18	0.27	0.09
13724	Pedroo	0.04	0.19	0.33	0.04	0.38
5514985	Kuro77	0.05	0.15	0.45	0.3	0.05
3274170	Lettore_3274170	0.14	0.11	0.23	0.21	0.28
2111444	angelod88	0.11	0.31	0.27	0.11	0.18
5155063	joanlui	0.25	0.33	0.16	0.08	0.16
3364344	datemiunaleva	0.17	0.15	0.34	0.17	0.13
9057808	Lettore_9057808	0.12	0.05	0.42	0.26	0.13
