##id	name	Amused	Disappointed	Indignant	Satisfied	Worried
2548329	Kostaf	0.33	0.16	0.16	0.16	0.16
3611843	campofreddo	0.07	0.17	0.18	0.51	0.04
9656403	fransis	0.02	0.07	0.82	0.04	0.04
1915927	Lettore_1915927	0.08	0.25	0	0.41	0.25
3570089	lunigianaman	0.15	0.16	0.27	0.2	0.21
1794607	Lettore_1794607	0.47	0.05	0.2	0.18	0.09
1669090	runaway	0.1	0.11	0.31	0.33	0.12
9244447	Lettore_9244447	0.5	0	0.25	0	0.25
8404681	asvingin	0.09	0.03	0.57	0.25	0.04
1931691	Ilvecchiocarson	0.13	0.2	0.26	0.06	0.33
9829743	acrostik	0.13	0	0.64	0.13	0.08
529130	Angin	0.18	0.22	0.21	0.08	0.27
1792161	Sergio_UCLA	0.46	0	0.25	0.25	0.01
300274	Totoaccento	0.15	0.13	0.24	0.42	0.03
3652727	cagian	0.06	0.02	0.79	0.06	0.06
2834447	publius48	0.01	0	0.68	0.28	0.02
1642665	domino	0.2	0.15	0.33	0.21	0.1
2007463	goodnews	0.02	0.17	0.51	0.19	0.07
2748579	nuovo_duce	0.22	0.07	0.29	0.22	0.18
3301033	wamoshondo	0.18	0.18	0.32	0.16	0.13
5825045	Dome89	0.05	0.12	0.12	0.65	0.05
3539377	francofabbrica	0.16	0.16	0.44	0.16	0.05
2832755	Lettore_2832755	0.06	0.06	0	0.75	0.12
2495542	tetto47	0.05	0.1	0.42	0.1	0.31
2972596	valleolona46	0.1	0.15	0.27	0.37	0.08
8456926	Lettore_8456926	0.13	0.07	0.44	0.28	0.05
2709171	Lettore_2709171	0.09	0.2	0.51	0.16	0.01
9081994	Lettore_9081994	0.4	0.09	0.17	0.29	0.02
10327171	ValeD	0.14	0.16	0.31	0.27	0.1
10383319	BradSheene	0.1	0.03	0.64	0.17	0.03
9233780	Lettore_9233780	0.06	0.03	0.43	0.35	0.1
2507935	Lettore_2507935	0.5	0	0	0	0.5
2832213	cenghiaro50	0.28	0.03	0.04	0.6	0.02
2759614	Polniuman	0.21	0.3	0.09	0.23	0.14
8037661	solcio	0.06	0.14	0.64	0.1	0.06
8986962	Maximvs	0.03	0.38	0.38	0	0.19
8495134	kAeL044y	0.25	0.07	0.3	0.1	0.25
2162870	Alesbills	0.24	0.08	0.32	0.28	0.08
8033211	Lettore_8033211	0.13	0.19	0.36	0.26	0.04
5167674	BITA2102	0.09	0.09	0.47	0.3	0.02
3359026	Lettore_3359026	0.12	0.17	0.48	0.16	0.06
1610037	risano	0.08	0.1	0.15	0.62	0.02
1429377	Sas	0.02	0.58	0.25	0.08	0.04
2854757	Lettore_2854757	0.24	0.27	0.17	0.2	0.1
5499674	Lettore_5499674	0.04	0.05	0.82	0.04	0.04
9671317	Nory	0.11	0	0.33	0.22	0.33
9470290	nadamas	0.1	0.07	0.56	0.16	0.07
1882025	polipo	0.3	0.17	0.28	0.18	0.04
6044379	Lettore_6044379	0.03	0.15	0.43	0.18	0.18
2565887	puertorico	0.12	0.34	0.4	0.01	0.1
2106331	michelina73	0.04	0.14	0.58	0.14	0.08
5397119	molesyo	0.16	0.33	0.33	0	0.16
9769851	Lettore_9769851	0.21	0	0.21	0.35	0.21
28792	maxmirolo	0.03	0.09	0.42	0.43	0.01
9871760	Graziella2201	0.08	0.39	0.13	0.34	0.04
5210380	francesco37	0.05	0.16	0.48	0.15	0.14
3650060	Lettore_3650060	0.23	0.15	0.23	0.29	0.08
5097742	Bagalone	0.2	0.12	0.24	0.38	0.04
8760808	Lettore_8760808	0.06	0.07	0.53	0.28	0.04
9603048	Lettore_9603048	0.12	0	0.37	0.37	0.12
3021089	Lettore_3021089	0.28	0.14	0.28	0	0.28
10058952	Lettore_10058952	0.01	0.18	0.47	0.21	0.1
8120878	max938	0.31	0.08	0.15	0.23	0.2
2816458	AD6152	0.21	0.08	0.58	0.05	0.06
6746546	terzopiano	0.17	0.06	0.62	0.1	0.03
527148	serpio38	0.08	0.15	0.49	0.22	0.03
8731945	ingoddi	0.13	0.06	0.31	0.37	0.1
7403119	mazzocchi5	0.12	0.12	0.37	0.25	0.12
10016761	CurzonStreet	0.02	0.1	0.4	0.28	0.18
3527306	Lettore_3527306	0.05	0.02	0.69	0.1	0.11
1802967	dizzymisslizzy	0.21	0.02	0.5	0.21	0.04
9072497	Mariolino	0.12	0.04	0.41	0.36	0.05
2046861	Gabrichan46	0.02	0.19	0.36	0.25	0.17
9078806	Lettore_9078806	0.45	0.09	0.12	0.2	0.11
2989762	Bigtree	0.11	0.33	0.28	0.04	0.21
2065691	italoargentino65	0.06	0.18	0.44	0.26	0.06
8858375	Lettore_8858375	0.12	0.06	0.35	0.4	0.04
412393	emanuele00	0.02	0.15	0.56	0.15	0.1
1913385	fabro1969	0.21	0.05	0.24	0.44	0.04
5220414	Confrontiamoci	0.06	0.26	0.13	0.39	0.13
10070720	DavideTarma87	0.02	0.02	0.6	0.33	0.02
936394	Lettore_936394	0.12	0.51	0.19	0.04	0.12
3719125	Lettore_3719125	0.12	0.5	0.12	0.12	0.12
3265808	toroazul	0.1	0.23	0.38	0.23	0.05
10383437	lunaviola3	0.06	0.02	0.67	0.23	0.01
9210489	Lettore_9210489	0.11	0.11	0.55	0.11	0.11
8794692	alexseo	0.05	0.15	0.2	0.42	0.17
5660577	ilcalabrone	0.13	0.26	0.26	0.21	0.13
5692736	furlane	0.11	0.22	0.11	0.4	0.13
2897623	mbotawy1	0.15	0.12	0.4	0.09	0.21
3296122	vomerese	0.04	0.08	0.42	0.34	0.1
9873070	Petrolio	0.02	0.07	0.52	0.35	0.02
1055860	ElfQrin	0.19	0.17	0.33	0.16	0.13
1771633	Lettore_1771633	0.01	0.02	0.55	0.37	0.02
10222310	Lettore_10222310	0.25	0.25	0.25	0	0.25
2717515	tristano58	0.01	0.06	0.74	0.13	0.03
5817027	AIREDALE	0.09	0.09	0.6	0.12	0.07
2493221	plutus	0.09	0.33	0.33	0.19	0.04
3617928	Marianodimeo	0.14	0.42	0.28	0	0.14
9441416	Lettore_9441416	0.37	0	0.18	0.07	0.35
2833792	Lowelheim	0.06	0.1	0.51	0.27	0.03
5389693	Harlock69	0.09	0.09	0.48	0.32	0.01
2866489	Lettore_1912	0.13	0.19	0.23	0.13	0.29
2738715	brina33	0.18	0.23	0.22	0.21	0.13
1785836	Lettore_1785836	0.29	0.05	0.35	0.17	0.11
5836244	burocracy	0.25	0.15	0.3	0	0.3
389627	vir53	0.01	0.05	0.66	0.15	0.09
2328354	Bago57	0.15	0.29	0.27	0.24	0.02
8926343	BiancaSpina	0.1	0.4	0.2	0.2	0.1
1938720	genioarcipelago	0.34	0.07	0.19	0.33	0.05
2241524	alex69brasile	0.07	0.14	0.21	0.28	0.28
2735319	Nervoscoperto	0.09	0.02	0.77	0.08	0.02
9137186	DarioFi	0.02	0.02	0.31	0.57	0.05
9037290	Lettore_9037290	0.01	0.01	0.75	0.15	0.06
2026684	Nadera	0.05	0.15	0.52	0.18	0.08
10004911	noallatv	0.21	0.06	0.26	0.38	0.06
9786425	maspik	0.06	0.03	0.8	0.06	0.03
9004931	faroannita	0.2	0	0	0.4	0.4
2786589	giorzito	0.05	0.12	0.54	0.18	0.09
767516	Angelo1968	0.13	0.03	0.6	0.1	0.13
9063328	Lettore_9063328	0.07	0.1	0.61	0.16	0.04
9616939	Lettore_9616939	0.08	0.01	0.67	0.2	0.02
3505726	Lettore_3505726	0.27	0.03	0.33	0.24	0.11
9843879	wlvs	0.02	0.03	0.3	0.58	0.05
5434788	cinzia45	0.03	0.17	0.34	0.3	0.14
117058	edoluz	0.33	0	0.16	0	0.5
9302669	Lettore_9302669	0.08	0.16	0.33	0.16	0.25
3011394	bg78val	0.1	0.1	0.4	0.3	0.1
9777839	2084387	0.36	0.07	0.3	0.17	0.07
3663280	Lettore_3663280	0.22	0	0.44	0.19	0.13
1940447	Stirrup	0.21	0.07	0.28	0.07	0.35
9716704	ap00363	0.08	0.09	0.38	0.27	0.16
1717137	ciano.64	0.01	0.06	0.47	0.37	0.06
9045435	kingborn	0.04	0.01	0.85	0.03	0.04
5282189	Lettore_5282189	0.03	0.04	0.6	0.13	0.18
9103288	selih	0.04	0.11	0.59	0.16	0.07
630442	CrimsonKing	0.25	0.25	0	0	0.5
5456309	Lettore_5456309	0.12	0.33	0.33	0.16	0.04
5660544	drummer56	0.51	0.01	0.01	0.42	0.03
9635007	Poldo49	0.16	0.16	0.2	0.39	0.07
300130	scisci	0.05	0.1	0.65	0.15	0.05
2899684	Lettore_2899684	0.5	0	0	0	0.5
2378248	marcello950	0.11	0.22	0.33	0.22	0.11
5276258	Alberto_2718	0.01	0.31	0.41	0.21	0.03
505793	giorvani	0.21	0.03	0.15	0.56	0.01
5432397	Lettore_5432397	0.16	0.16	0.29	0.32	0.06
355949	bluejay	0.09	0.05	0.34	0.36	0.13
1785614	Lettore_1785614	0.06	0.12	0.32	0.38	0.1
405693	Miiiiiiiii!	0.29	0.17	0.21	0.21	0.09
2882608	Devigly	0.06	0.13	0.37	0.22	0.19
2919132	Lettore_2919132	0.5	0.12	0	0.12	0.25
5340326	Lettore_5340326	0.04	0.04	0.36	0.45	0.09
9059849	Tania	0.1	0.13	0.35	0.35	0.05
9557869	CharlesG	0.09	0.36	0.45	0	0.09
753397	UzziCarol	0.15	0.23	0	0.15	0.46
10121817	Lettore_10121817	0.3	0.2	0.2	0	0.3
8779028	Lettore_8779028	0.08	0.14	0.31	0.4	0.05
2901922	CastIronPuppet	0.2	0.16	0.04	0.5	0.08
2392022	ever01	0.3	0.2	0.08	0.2	0.19
2338681	lukferr	0.05	0.13	0.53	0.07	0.2
1812416	pasdes	0.03	0.07	0.4	0.43	0.04
5711747	Lettore_5711747	0.09	0.09	0.36	0.27	0.18
311550	Lettore_311550	0.16	0.01	0.38	0.37	0.06
5642100	SILVANO-F	0.04	0.27	0.36	0.09	0.22
2611632	pietrotrani	0.02	0.21	0.61	0.11	0.03
8008070	tauromino	0.25	0.09	0.26	0.11	0.27
992343	carlo196	0.06	0.1	0.39	0.17	0.26
2515794	pvalentino	0.2	0	0.6	0	0.2
7778310	Angeloraffaele	0.04	0.04	0.76	0.1	0.03
9388700	Lettore_9388700	0.07	0.02	0.59	0.25	0.05
2766721	itsoisi	0.11	0.11	0.38	0.33	0.05
8735285	mamidear	0.03	0.17	0.36	0.4	0.01
2505905	Lettore_2505905	0.09	0.02	0.69	0.16	0.02
9775346	palolo80	0.15	0.09	0.48	0.17	0.09
5717416	totonno51	0.08	0	0.73	0.15	0.02
8748691	Dark1	0.17	0.29	0.08	0.19	0.25
9394140	Lettore_9394140	0.08	0.09	0.4	0.25	0.16
5560238	LadyRings	0.25	0.24	0.14	0.18	0.17
8836796	Lettore_8836796	0.23	0.04	0.19	0.19	0.33
2101614	Lettore_2101614	0.19	0.32	0.06	0.23	0.17
9127702	Glicine	0.01	0.28	0.16	0.19	0.33
9987074	billiejean82	0.14	0	0.14	0.57	0.14
9632140	nopetradelicado	0.02	0.04	0.65	0.23	0.04
5664321	carlo6	0.12	0.43	0.13	0.17	0.13
1415300	marco83	0.05	0.11	0.27	0.22	0.33
5697268	solgenio	0.33	0.33	0	0	0.33
5298563	Lettore_5298563	0.18	0.18	0.18	0.37	0.06
2064009	V.Zaitzev	0.4	0.12	0.22	0.15	0.08
1875509	stefros	0.05	0.11	0.25	0.52	0.05
9062044	Lettore_9062044	0.1	0.11	0.48	0.11	0.17
5752042	Lettore_5752042	0.09	0.12	0.39	0.29	0.1
9056838	Lettore_9056838	0.12	0.17	0.17	0.37	0.15
712936	RikiintheSky	0.15	0.57	0.06	0.18	0.03
9387827	000sil0000	0.1	0.38	0.19	0.22	0.08
6037815	Jake	0.15	0.11	0.33	0.29	0.09
2803479	fabio74	0.14	0.25	0.23	0.3	0.07
10056945	Lettore_10056945	0.05	0.15	0.51	0.18	0.07
8089539	darius74	0.1	0.29	0.26	0.24	0.08
1874991	Lettore_1874991	0.08	0.04	0.69	0.15	0.02
9044852	Lettore_9044852	0.18	0.09	0.18	0.36	0.18
9083020	Logaen	0.14	0.31	0.23	0.24	0.06
1920281	boromirss	0.08	0.15	0.34	0.27	0.13
9049716	Storno	0.2	0.35	0.15	0.2	0.1
5641317	pineto1953	0.07	0.09	0.48	0.22	0.11
3337828	TLV	0.07	0.23	0	0.53	0.15
2514915	fijomi	0.45	0.06	0	0.46	0.01
9040265	Lettore_9040265	0.08	0.04	0.46	0.31	0.08
8466594	ingy	0.08	0.06	0.21	0.59	0.04
9589470	MarcelloGrave	0.17	0.06	0.53	0.21	0.02
9071943	andy-drew	0.35	0	0.11	0.23	0.29
9797411	ILFLAGELLATORE	0.36	0.1	0.12	0.36	0.03
8909771	damarc	0.09	0.15	0.22	0.24	0.27
8780979	luciano.ch	0.02	0.12	0.37	0.42	0.05
9633276	Vanno	0.26	0.26	0.26	0.04	0.17
9827460	sire01	0.16	0.48	0.14	0.18	0.02
1786502	Lettore_1786502	0.2	0.1	0.2	0.3	0.2
3690476	vivimero	0.2	0.12	0.37	0.12	0.17
3107603	Lettore_3107603	0.05	0.03	0.51	0.34	0.05
2780190	Lettore_2780190	0.02	0.1	0.35	0.1	0.4
10283360	A.Girardin	0.03	0.25	0.45	0.09	0.16
1931221	Lettore_1931221	0.04	0.14	0.52	0.23	0.04
9215595	jimmy84	0.08	0.36	0.22	0.17	0.14
10569024	Aragor	0.08	0.4	0.28	0.21	0.01
5397840	PPRomanelli	0.04	0.19	0.42	0.21	0.12
9056955	MarcoDV	0.01	0	0.45	0.46	0.06
2993221	serox1	0.07	0	0.57	0.19	0.15
2753537	Fozzie	0.18	0.04	0.4	0.35	0.01
9086499	lettoreabc	0.08	0.15	0.5	0.1	0.16
5091379	enr1k0	0.08	0.17	0.37	0.34	0.02
1902256	Lettore_1902256	0.04	0.01	0.74	0.14	0.05
5133539	Lettore_5133539	0.07	0.07	0.61	0.15	0.07
1133012	ironvet80	0.16	0.28	0.17	0.25	0.11
9059442	Lettore_9059442	0.35	0.2	0.17	0.18	0.07
5436840	Domina	0.07	0.17	0.28	0.37	0.09
9745269	Lettore_9745269	0.2	0.06	0.25	0.08	0.37
2860146	Lybra	0.16	0.16	0.33	0.16	0.16
9121594	Lettore_9121594	0.4	0.19	0.12	0.22	0.05
2683880	dokkydokky	0.1	0.2	0.1	0.2	0.4
2422864	102010	0.05	0.05	0.75	0.05	0.1
10020752	Lettore_10020752	0.04	0.1	0.69	0.11	0.04
3285968	corte1986	0.07	0.37	0.14	0.25	0.14
3689462	inuksuk	0.11	0.24	0.25	0.24	0.14
5303331	Mary_Ann	0.15	0.24	0.28	0.13	0.18
7832173	Lettore_7832173	0.1	0.09	0.33	0.36	0.09
993125	vito_spericolato	0.23	0.07	0	0.61	0.07
5202225	ghenne	0.18	0	0.18	0.36	0.27
2298070	toblack	0.01	0.09	0.36	0.5	0.01
2749893	verita	0.06	0.15	0.52	0.08	0.16
8435603	Antares1982	0.24	0.1	0.25	0.27	0.12
5825992	rds1948	0.09	0.19	0.33	0.27	0.11
2066586	Lettore_2066586	0.07	0.08	0.69	0.1	0.03
9801487	bicocchino	0.07	0.1	0.28	0.48	0.04
8376851	sill56	0.06	0.16	0.22	0.35	0.19
9022828	Lettore_9022828	0.07	0.09	0.36	0.35	0.11
2956619	blue29	0.23	0	0.38	0.31	0.06
5261529	Dexino	0.14	0.21	0.12	0.46	0.05
9062886	Lettore_9062886	0.28	0.05	0.29	0.27	0.08
3368013	wave_rider_GR	0.07	0.14	0.32	0.25	0.21
5521484	MauroUsai	0.31	0.13	0.13	0.39	0.02
9183483	ilia	0.14	0.12	0.38	0.13	0.2
9511397	quaquaquaqua	0.13	0.14	0.44	0.24	0.03
8023980	AlexMayer	0.33	0.05	0.25	0.33	0.02
2772445	MadLInus	0.01	0.09	0.56	0.27	0.05
9180620	ByBus	0.12	0.14	0.21	0.45	0.05
9038512	ForwardObserver	0.14	0.18	0.07	0.29	0.29
3033408	Lettore_3033408	0.24	0.17	0.26	0.1	0.21
5833772	Lettore_5833772	0.09	0.09	0.27	0.09	0.45
2812521	Lettore_2812521	0.1	0.03	0.41	0.42	0.01
1775571	cieloroma	0.3	0.01	0.2	0.41	0.05
7924662	Paolobz	0.02	0.04	0.32	0.58	0.02
3444552	ookuboo	0.14	0	0.42	0.28	0.14
8852098	luciosergiocatilina	0.2	0.12	0.36	0.21	0.08
2735772	pensando	0.04	0.04	0.4	0.47	0.04
2761091	Lettore_2761091	0.02	0.11	0.4	0.37	0.08
2196833	Lettore_2196833	0.07	0.23	0.38	0.23	0.07
1935182	Lettore_1935182	0.07	0.05	0.56	0.18	0.12
2757828	Lettore_2757828	0.04	0.06	0.5	0.34	0.03
5259276	Sostenibile1	0.07	0.02	0.63	0.19	0.07
8348933	thebirillo67	0.03	0.11	0.43	0.35	0.06
401153	Lettore_401153	0.11	0.11	0.32	0.31	0.11
9166251	oraz	0.42	0	0.14	0.14	0.28
5223469	wemesh	0.02	0.05	0.33	0.53	0.03
2120602	zelig7	0.08	0.04	0.12	0.45	0.29
9431252	vitt44	0.12	0.1	0.27	0.37	0.12
673692	magma3	0.15	0.23	0.07	0.07	0.46
10292640	WaoaW	0.1	0.3	0.2	0.1	0.3
9829872	300	0.06	0.06	0.66	0.06	0.13
9230341	Adani	0.15	0.08	0.31	0.36	0.07
2025568	danielebassani	0.11	0.17	0.51	0.15	0.04
2859607	juventus29	0.2	0.4	0	0	0.4
5796721	Albernio	0.32	0.05	0.29	0.32	0.01
9774370	Morsbach	0.1	0.02	0.54	0.25	0.07
5436115	Lettore_5436115	0.1	0.14	0.53	0.11	0.1
2784115	giscotech	0.2	0.2	0.4	0	0.2
9078263	angel	0.03	0.1	0.44	0.37	0.03
8273889	Catone1960	0.15	0.06	0.58	0.12	0.06
3502536	Rossla	0.1	0.11	0.49	0.23	0.05
967639	franco101	0.05	0.06	0.55	0.25	0.06
9685615	Da1955	0.06	0.12	0.75	0	0.06
3701598	kazanci	0.15	0.4	0.25	0.15	0.05
3004627	tekilabumbum	0.26	0.23	0.36	0.08	0.04
300811	Lettore_300811	0.02	0.17	0.69	0.02	0.07
5672612	Lettore_5672612	0.29	0.14	0.35	0.15	0.05
8733770	aoriente	0.16	0.1	0.33	0.2	0.2
2716259	Lettore_2716259	0.02	0.04	0.73	0.13	0.05
5418934	Lettore_5418934	0.11	0.06	0.39	0.34	0.08
9636981	Lettore_9636981	0.28	0.14	0.22	0.3	0.03
3003410	giarinaisolo	0.13	0.05	0.57	0.2	0.04
9962639	gipar	0.06	0	0.81	0.06	0.06
9431239	GrandePuffo	0.23	0.3	0.15	0.15	0.15
5675269	Esegeta	0.17	0.19	0.29	0.18	0.15
9078932	Turk182	0.11	0.44	0.03	0.29	0.11
2820082	Robert080	0.13	0.04	0.52	0.2	0.09
3696131	bibi1946	0.04	0.12	0.25	0	0.58
1674347	daniber58	0.12	0.12	0.56	0.06	0.12
8980388	maury_number_one	0.12	0.1	0.37	0.3	0.08
2950773	giuliano.rizzi	0.21	0.21	0.13	0.21	0.21
1655200	lettoretriestino	0.14	0.25	0.1	0.33	0.16
2725394	KorinaMale	0.02	0.46	0.14	0.24	0.12
5406298	dirper	0.25	0.03	0.46	0.14	0.1
9037773	Alesemme	0.07	0.36	0.31	0.15	0.07
9080187	Winchman	0.08	0.15	0.4	0.28	0.07
2006813	Unplogged	0.13	0.08	0.47	0.26	0.03
9061592	petra	0.04	0.21	0.53	0.09	0.11
849628	robyv	0.01	0.07	0.48	0.34	0.08
9041505	Lettore_9041505	0.08	0.41	0.08	0.25	0.16
8020427	rugougo	0.06	0.17	0.41	0.06	0.27
322609	Lettore_322609	0.05	0.01	0.8	0.04	0.08
1871385	xema35	0.05	0.25	0.37	0.25	0.05
3319364	robpen	0.26	0.16	0.19	0.23	0.14
9085778	Lettore_9085778	0.08	0.04	0.45	0.37	0.04
10141026	Lettore_10141026	0.2	0.17	0.34	0.26	0.01
1499682	PGSSEM	0.09	0.1	0.35	0.3	0.13
242524	maxranzy	0.17	0.32	0.22	0.12	0.15
2260049	Lettore_2260049	0.2	0.22	0.05	0.25	0.25
2930888	Lettore_2930888	0.1	0.14	0.25	0.37	0.1
2745063	maumaumm	0.01	0.07	0.7	0.19	0.01
9136826	Lettore_9136826	0.13	0.06	0.33	0.06	0.4
9756262	saraconlacca	0.19	0.13	0.26	0.29	0.1
8884181	Pinoct	0.1	0.15	0.3	0.34	0.09
3302618	Lettore_3302618	0.08	0.21	0.22	0.38	0.08
2611090	fresco09	0.1	0.05	0.28	0.53	0.02
9048009	lucpav73	0.1	0.1	0.62	0.04	0.12
9867763	Codicerosso	0.07	0.2	0.4	0.25	0.07
8238866	blusphere	0.02	0.1	0.4	0.44	0.01
3055447	rambosat	0.12	0.09	0.42	0.31	0.03
9041862	giaco_76	0.09	0.23	0.19	0.23	0.23
2847010	attil	0.12	0.08	0.46	0.25	0.06
7735253	mazizio	0.04	0.18	0.52	0.08	0.15
3029678	8linux	0.07	0.07	0.32	0.39	0.14
10024182	lu/or	0.13	0.07	0.43	0.24	0.11
10032349	InFuga	0.05	0	0.61	0.28	0.03
268352	Lettore_268352	0.23	0.27	0.09	0.3	0.09
9613450	vienna	0.02	0.04	0.35	0.49	0.07
1534344	Lettore_1534344	0.2	0	0	0.7	0.1
3610388	Lettore_3610388	0.2	0.4	0	0	0.4
8834603	Lettore_8834603	0.02	0.23	0.32	0.17	0.23
2810995	FrancescoGS	0.37	0.12	0	0.37	0.12
9108615	mluisa	0.19	0.23	0.38	0.07	0.11
3452225	Lettore_3452225	0.08	0.1	0.22	0.47	0.11
9138168	slg87	0.04	0.04	0.25	0.58	0.06
3439689	telepaco	0.09	0.08	0.21	0.6	0.01
1983764	Lettore_1983764	0.07	0.06	0.28	0.54	0.03
5532873	Lettore_5532873	0.02	0.11	0.42	0.3	0.11
5702428	Lettore_5702428	0.04	0.32	0.27	0.09	0.26
9615726	pilates	0.06	0.54	0.12	0.15	0.12
2100210	solvente	0.12	0.22	0.23	0.18	0.22
1133592	Lettore_1133592	0.22	0.16	0.24	0.28	0.08
8690976	anasti50	0.09	0.13	0.27	0.45	0.03
2987642	fattucchiera	0.1	0.08	0.3	0.33	0.16
2777592	ididimarzo	0.13	0.1	0.49	0.24	0.02
5334292	Allister	0.15	0.21	0.47	0.05	0.1
9053172	Crusader66	0.12	0.39	0.27	0.15	0.06
2803203	Lettore_2803203	0.05	0.09	0.13	0.7	0.01
8022977	Tipheus	0.12	0.06	0.31	0.45	0.05
1832473	criticus	0.04	0.05	0.72	0.13	0.05
6021250	germangustavodenis	0.08	0.25	0.25	0.36	0.02
8870039	maria70	0.14	0.15	0.4	0.11	0.18
2993190	newmonitor	0.07	0.23	0.44	0.1	0.13
8790959	bomax1957	0.19	0.21	0.45	0.07	0.07
9758627	Lettore_9758627	0.11	0.11	0.47	0.23	0.05
9961263	Lettore_9961263	0.02	0.08	0.38	0.23	0.26
3534486	Silvan1952	0.09	0.15	0.4	0.15	0.18
2017267	bice123	0.06	0.09	0.46	0.22	0.13
9118923	Lettore_9118923	0.1	0.25	0.42	0.1	0.1
5367688	fausty12	0.08	0.12	0.66	0.04	0.08
6000916	arapacis	0.11	0.22	0.55	0	0.11
2718740	userID_2718740	0.32	0.04	0.23	0.36	0.03
2417922	Tartamp	0.07	0.3	0.23	0.15	0.23
9773212	LorenzoS	0.04	0.02	0.66	0.25	0.01
2020990	gianni1941	0.23	0.05	0.44	0.14	0.11
309090	werther	0.23	0.15	0.18	0.19	0.23
1291718	picopico1972	0.4	0	0	0.2	0.4
1805223	LorenzoG	0.35	0.12	0.24	0.23	0.03
5474910	FoxtrotBravo63	0.06	0.3	0.45	0.1	0.06
2330155	Lettore_1892504	0.15	0.2	0.25	0.28	0.1
3304016	petroio	0.04	0.15	0.22	0.48	0.09
1864069	pierluigi97	0.13	0.17	0.55	0.06	0.06
9060950	polishame	0.07	0.04	0.63	0.21	0.02
1896386	dodasi	0.04	0.26	0.29	0.38	0.01
9127360	pasquino15	0.25	0	0.41	0.08	0.25
2025766	pavlein	0.13	0.17	0.19	0.48	0.01
9401172	chopin	0.2	0.2	0.16	0.28	0.16
2774319	l_festo	0.2	0	0.25	0.48	0.05
467424	Pulmino	0.01	0.03	0.61	0.29	0.03
2309585	Lettore_2309585	0.08	0.27	0.27	0.32	0.05
2776574	Norat78	0.16	0.16	0.44	0.16	0.05
3470167	alscat	0.4	0.2	0.1	0.25	0.05
2453502	eihSaD	0.08	0.17	0.52	0.13	0.08
3078568	paperinik_2009	0.55	0	0.33	0.05	0.05
9260308	Erik	0.05	0.11	0.52	0.17	0.11
2571838	cloudcagliari	0.08	0	0.56	0.3	0.04
7820204	randj	0.04	0.17	0.53	0.23	0.02
2051489	jovanni	0.12	0.26	0.39	0.14	0.07
5407492	Georginasweet	0.21	0.32	0.3	0.06	0.08
2194833	Zaku71	0.21	0.11	0.31	0.25	0.1
5544041	maurizio39	0.28	0	0.42	0.14	0.14
9309966	Lettore_9309966	0.2	0.2	0.18	0.26	0.13
9096953	Lettore_9096953	0.01	0.15	0.64	0.08	0.09
5299228	faderosa	0.07	0.31	0.1	0.31	0.2
3570964	joshua67	0.1	0.08	0.49	0.28	0.02
968020	dinonicola	0.11	0.27	0.5	0.05	0.05
2688371	Lettore-1433231	0.05	0.42	0.3	0.12	0.09
5691928	pierode	0.64	0.01	0.24	0.08	0.01
2881105	Lettore_2881105	0.03	0.15	0.73	0.03	0.03
9523089	Lettore_9523089	0.08	0.33	0.33	0.16	0.08
8225430	Lettore_8225430	0.08	0.26	0.26	0.26	0.13
3692530	ale978	0.16	0.66	0	0	0.16
2874244	Keops	0.2	0	0.4	0.2	0.2
2930585	Lettore_2930585	0.29	0.18	0.13	0.23	0.15
10202521	GiaRos	0.01	0	0.67	0.28	0.01
1075599	abajai	0.23	0.23	0.23	0.09	0.19
9814966	Lettore_9814966	0.25	0.25	0	0	0.5
7301537	Lettore_7301537	0.09	0.4	0.16	0.28	0.05
2759475	erprofessor	0.12	0.31	0.23	0.1	0.21
5684722	quinoa	0.11	0.14	0.51	0.11	0.11
3679553	titanic99	0.09	0.23	0.51	0.13	0.03
9357999	cannella	0.16	0.18	0.12	0.37	0.14
1971342	Lettore_1971342	0.06	0.03	0.55	0.3	0.03
5799202	madaello	0.19	0.17	0.2	0.39	0.02
2604279	Lettore_2604279	0.05	0.17	0.58	0.11	0.05
1775799	Enrichetta	0.03	0.11	0.29	0.4	0.14
2312785	GIOVANNI.REMO	0.16	0.06	0.37	0.33	0.06
374544	Lettore_374544	0.01	0.23	0.57	0.08	0.08
5859674	andrewmcbottar	0.18	0.13	0.13	0.32	0.21
5688327	gentediconfine	0.11	0.19	0.19	0.38	0.11
2952966	friedlander	0.5	0	0.38	0.05	0.05
5138149	luca_1963	0.23	0.1	0.37	0.16	0.11
10065424	Chitarrista56	0.01	0.17	0.33	0.14	0.33
5772769	Lettore_5772769	0.14	0.17	0.2	0.42	0.06
1911772	Cheremule	0.12	0	0.5	0.25	0.12
9372417	Sarto88	0.13	0.04	0.4	0.26	0.14
9747782	Lettore_9747782	0.05	0.09	0.07	0.53	0.24
957402	Lettore_957402	0.11	0.08	0.34	0.39	0.06
1126630	lochlomond	0.18	0.18	0.2	0.39	0.03
721194	Lettore_721194	0.06	0.09	0.22	0.59	0.01
3024308	guicas	0.15	0	0.3	0.5	0.05
9513086	R.Ecobi	0.2	0	0.6	0	0.2
9052968	Lucio	0.04	0.14	0.4	0.21	0.19
9812096	Rita_47	0.02	0.14	0.53	0.14	0.14
9472200	Lettore_9472200	0.14	0.11	0.29	0.15	0.29
1791250	Timoty	0.05	0.01	0.7	0.17	0.06
